title,year,journal,authors,doi,url,source,collected_at
Comparative Biomechanical Stability of Titanium Bone Fixation Systems in Metacarpal Fractures,1995,Annals of Plastic Surgery,"Christopher D. Prevel, Michael McCarty, Thomas Katona, Keith Moore, J. Ryan Jackson, Barry L. Eppley, Rajiv Sood",10.1097/00000637-199507000-00002,https://doi.org/10.1097/00000637-199507000-00002,crossref,2025-10-09T13:42:43+00:00
Small Intestinal Submucosa,1995,Annals of Plastic Surgery,"Christopher D. Prevel, Barry L. Eppley, Don-John Summerlin, J. Ryan Jackson, Michael McCarty, Stephen F. Badylak",10.1097/00000637-199510000-00008,https://doi.org/10.1097/00000637-199510000-00008,crossref,2025-10-09T13:42:43+00:00
"Remote sensing of primary production—II. A semi-analytical algorithm based on pigments, temperature and light",1989,Deep Sea Research Part A. Oceanographic Research Papers,"W.M. Balch, R.W. Eppley, M.R. Abbott",10.1016/0198-0149(89)90101-5,https://doi.org/10.1016/0198-0149(89)90101-5,crossref,2025-10-09T13:42:43+00:00
COMPARISON OF HALF‐SATURATION CONSTANTS FOR GROWTH AND NITRATE UPTAKE OF MARINE PHYTOPLANKTON <sup>2</sup>,1969,Journal of Phycology,"Richard W. Eppley, William H. Thomas",10.1111/j.1529-8817.1969.tb02628.x,https://doi.org/10.1111/j.1529-8817.1969.tb02628.x,crossref,2025-10-09T13:42:43+00:00
Intraorganismal genetic heterogeneity: is it a useful concept?,2004,Journal of Evolutionary Biology,"J. R. Pannell, S. M. Eppley",10.1111/j.1420-9101.2004.00810.x,https://doi.org/10.1111/j.1420-9101.2004.00810.x,crossref,2025-10-09T13:42:43+00:00
Calcium mobilization and protein kinase C activation are required for cholecystokinin stimulation of pancreatic cholesterol esterase secretion,1995,Biochemical Journal,"J Brodt-Eppley, D Y Hui",10.1042/bj3060605,https://doi.org/10.1042/bj3060605,crossref,2025-10-09T13:42:43+00:00
Implementing Effective Care Through Utilization of Diabetes-Focused “Right Care” Visits in a Suburban Primary Care Setting,2023,Journal of Doctoral Nursing Practice,"Tricia Neu, Christopher Eppley, Kristin Gianelis",10.1891/jdnp-2022-0008,https://doi.org/10.1891/jdnp-2022-0008,crossref,2025-10-09T13:42:43+00:00
DENSITY-DEPENDENT SELF-FERTILIZATION AND MALE VERSUS HERMAPHRODITE SIRING SUCCESS IN AN ANDRODIOECIOUS PLANT,2007,Evolution,"Sarah M. Eppley, John R. Pannell",10.1111/j.1558-5646.2007.00195.x,https://doi.org/10.1111/j.1558-5646.2007.00195.x,crossref,2025-10-09T13:42:43+00:00
Effects of Auxin and Gibberellic Acid on Growth of Ulothrix,1959,Nature,"HERBERT CONRAD, PAUL SALTMAN, RICHARD EPPLEY",10.1038/184556a0,https://doi.org/10.1038/184556a0,crossref,2025-10-09T13:42:43+00:00
Lack of initiation and promotion potential of deoxynivalenol for skin tumorigenesis in sencar mice,1995,Food and Chemical Toxicology,"L.A. Lambert, F.A. Hines, R.M. Eppley",10.1016/0278-6915(94)00132-8,https://doi.org/10.1016/0278-6915(94)00132-8,crossref,2025-10-09T13:42:43+00:00
"Classification and Treatment of Zygomatic Fractures: A Review of 1, 025 Cases",1993,Journal of Craniofacial Surgery,"M. Zingg, K. Leadrach, J. Chen, K. Chowdhury, T. Vuillemin, F. Sutter, J. Raveh, Barry L. Eppley",10.1097/00001665-199307000-00020,https://doi.org/10.1097/00001665-199307000-00020,crossref,2025-10-09T13:42:43+00:00
<scp>RICHARD</scp> W. <scp>EPPLEY</scp> (1931–2023): Generous Giant in the Field of Biological Oceanography,2024,Limnology and Oceanography Bulletin,"John J. Cullen, Zoe A. Eppley",10.1002/lob.10621,https://doi.org/10.1002/lob.10621,crossref,2025-10-09T13:42:43+00:00
Dietary regulation of cholesterol esterase mRNA level in rat pancreas.,1994,Journal of Lipid Research,"J Brodt-Eppley, D Y Hui",10.1016/s0022-2275(20)40124-5,https://doi.org/10.1016/s0022-2275(20)40124-5,crossref,2025-10-09T13:42:43+00:00
Adult Female Patient with Giant Periorbital Hidrocystomas,2022,JAMA Ophthalmology,"Rona Z. Silkiss, Sarah E. Eppley",10.1001/jamaophthalmol.2022.1011,https://doi.org/10.1001/jamaophthalmol.2022.1011,crossref,2025-10-09T13:42:43+00:00
A new chiral titanium species for the ring opening reactions of meso epoxides,1997,Tetrahedron,"Alecia W. Eppley, Nancy I. Totah",10.1016/s0040-4020(97)01035-1,https://doi.org/10.1016/s0040-4020(97)01035-1,crossref,2025-10-09T13:42:43+00:00
UPTAKE OF NITRATE AND NITRITE BY <i>DITYLUM BRIGHTWELLII‐KINETICS</i> AND MECHANISMS<sup>1</sup><sup>2</sup>,1968,Journal of Phycology,"Richard W. Eppley, James L. Coatsworth",10.1111/j.1529-8817.1968.tb04689.x,https://doi.org/10.1111/j.1529-8817.1968.tb04689.x,crossref,2025-10-09T13:42:43+00:00
Chlorine reactions with seawater constituents and the inhibition of photosynthesis of natural marine phytoplankton,1976,Estuarine and Coastal Marine Science,"R.W. Eppley, E.H. Renger, P.M. Williams",10.1016/0302-3524(76)90039-6,https://doi.org/10.1016/0302-3524(76)90039-6,crossref,2025-10-09T13:42:43+00:00
Gradients in phytoplankton stocks and nutrients off Southern California in 1974-76,1978,Estuarine and Coastal Marine Science,"R.W. Eppley, C. Sapienza, E.H. Renger",10.1016/0302-3524(78)90111-1,https://doi.org/10.1016/0302-3524(78)90111-1,crossref,2025-10-09T13:42:43+00:00
Introduction of a Novel Internal Spring-Driven Craniofacial Bone Distraction Device,2004,Journal of Craniofacial Surgery,"Min Li, Seong G. Park, Dae I. Kang, Barry L. Eppley, A. Michael Sadove, John J. Coleman",10.1097/00001665-200403000-00031,https://doi.org/10.1097/00001665-200403000-00031,crossref,2025-10-09T13:42:43+00:00
Absence of “Ghost Images” Excludes Large Values of the Cosmological Constant,2000,The Astrophysical Journal,"J. M. Eppley, R. B. Partridge",10.1086/309141,https://doi.org/10.1086/309141,crossref,2025-10-09T13:42:43+00:00
Bilateral primary orbital xanthogranulomas: A case report and comparison of xanthomatous conditions,2023,Journal of Clinical Lipidology,"Sarah E. Eppley, Rona Z. Silkiss",10.1016/j.jacl.2023.08.001,https://doi.org/10.1016/j.jacl.2023.08.001,crossref,2025-10-09T13:42:43+00:00
Moving to mate: the evolution of separate and combined sexes in multicellular organisms,2008,Journal of Evolutionary Biology,"S. M. EPPLEY, L. K. JESSON",10.1111/j.1420-9101.2008.01524.x,https://doi.org/10.1111/j.1420-9101.2008.01524.x,crossref,2025-10-09T13:42:43+00:00
Liquid Chromatographic Determination of Fumonisins B1 and B2 in Corn and Corn Products,1992,Journal of AOAC INTERNATIONAL,"Michael E Stack, Robert M Eppley",10.1093/jaoac/75.5.834,https://doi.org/10.1093/jaoac/75.5.834,crossref,2025-10-09T13:42:43+00:00
"INORGANIC NITROGEN ASSIMILATION OF <i>DITYLUM BRIGHTWELLII</i>, A MARINE PLANKTON DIATOM<sup>1,</sup><sup>2</sup>",1970,Journal of Phycology,"Richard W. Eppley, Jane N. Rogers",10.1111/j.1529-8817.1970.tb02405.x,https://doi.org/10.1111/j.1529-8817.1970.tb02405.x,crossref,2025-10-09T13:42:43+00:00
Skua survival,1990,Nature,"Z. A. EPPLEY, M. A. RUBEGA",10.1038/345211c0,https://doi.org/10.1038/345211c0,crossref,2025-10-09T13:42:43+00:00
ROLE OF THE ALGA CHLAMYDOMONAS MUNDANA IN ANAEROBIC WASTE STABILIZATION LAGOONS,1963,Limnology and Oceanography,"Richard W. Eppley, Frank M. MaciasR",10.4319/lo.1963.8.4.0411,https://doi.org/10.4319/lo.1963.8.4.0411,crossref,2025-10-09T13:42:43+00:00
Particle tracking on unstructured grids,,PACS2001. Proceedings of the 2001 Particle Accelerator Conference (Cat. No.01CH37268),"E.M. Nelson, K.R. Eppley, B. Levush",10.1109/pac.2001.988003,https://doi.org/10.1109/pac.2001.988003,crossref,2025-10-09T13:42:43+00:00
Remote sensing of primary production—I. A comparison of empirical and semi-analytical algorithms,1989,Deep Sea Research Part A. Oceanographic Research Papers,"W.M. Balch, M.R. Abbott, R.W. Eppley",10.1016/0198-0149(89)90139-8,https://doi.org/10.1016/0198-0149(89)90139-8,crossref,2025-10-09T13:42:43+00:00
Nitrate utilization by plankton in the equatorial Pacific March 1988 along 150°W,1992,Journal of Geophysical Research: Oceans,"R. W. Eppley, E. H. Renger",10.1029/91jc01271,https://doi.org/10.1029/91jc01271,crossref,2025-10-09T13:42:43+00:00
NITROGEN ASSIMILATION OF AN OCEANIC DIATOM IN NITROGEN‐LIMITED CONTINUOUS CULTURE<sup>1</sup>,1974,Journal of Phycology,"Richard W. Eppley, Edward H. Renger",10.1111/j.1529-8817.1974.tb02671.x,https://doi.org/10.1111/j.1529-8817.1974.tb02671.x,crossref,2025-10-09T13:42:43+00:00
‘Haldane's Sieve’ in a metapopulation: sifting through plant reproductive polymorphisms,2005,Trends in Ecology &amp; Evolution,"J PANNELL, M DORKEN, S EPPLEY",10.1016/j.tree.2005.05.004,https://doi.org/10.1016/j.tree.2005.05.004,crossref,2025-10-09T13:42:43+00:00
18. Developments and Plans for the Pacific Tsunami Warning System,1970,Tsunamis in the Pacific Ocean,"L. M. Murphy, R. A. Eppley",10.1515/9780824885915-019,https://doi.org/10.1515/9780824885915-019,crossref,2025-10-09T13:42:43+00:00
Primary production in the Southern California Bight,1986,Lecture Notes on Coastal and Estuarine Studies,"R. W. Eppley, O. Holm-Hansen",10.1029/ln015p00176,https://doi.org/10.1029/ln015p00176,crossref,2025-10-09T13:42:43+00:00
Particulate organic sulfur in the waters of the Southern California Bight,1989,Global Biogeochemical Cycles,"Patricia A. Matrai, Richard W. Eppley",10.1029/gb003i001p00089,https://doi.org/10.1029/gb003i001p00089,crossref,2025-10-09T13:42:43+00:00
"CATION REGULATION AND SURVIVAL OF THE RED ALGA, PORPHYRA PERFORATA, IN DILUTED AND CONCENTRATED SEA WATER",1960,The Biological Bulletin,"RICHARD W. EPPLEY, CHARLES C. CYRUS",10.2307/1539055,https://doi.org/10.2307/1539055,crossref,2025-10-09T13:42:43+00:00
Photosynthetic measurements in the central North Pacific: The dark loss of carbon in 24‐h incubations1,1975,Limnology and Oceanography,"Richard W. Eppley, Jonathan H. Sharp",10.4319/lo.1975.20.6.0981,https://doi.org/10.4319/lo.1975.20.6.0981,crossref,2025-10-09T13:42:43+00:00
"12,13-Epoxy-Δ
            <sup>9</sup>
            -Trichothecenes as the Probable Mycotoxins Responsible for Stachybotryotoxicosis",1973,Science,"Robert M. Eppley, William J. Bailey",10.1126/science.181.4101.758,https://doi.org/10.1126/science.181.4101.758,crossref,2025-10-09T13:42:43+00:00
The Projected Economic and Health Burden of Uncontrolled Asthma in the United States,2020,Pediatrics,"Jennilee M. Eppley, Todd A. Mahr",10.1542/peds.2020-023861aaaa,https://doi.org/10.1542/peds.2020-023861aaaa,crossref,2025-10-09T13:42:43+00:00
"Long-lived sperm in the geothermal bryophyte
            <i>Pohlia nutans</i>",2009,Biology Letters,"Todd N. Rosenstiel, Sarah M. Eppley",10.1098/rsbl.2009.0380,https://doi.org/10.1098/rsbl.2009.0380,crossref,2025-10-09T13:42:43+00:00
Primary production and the anchovy population in the Southern California Bight: Comparison of time series1,1982,Limnology and Oceanography,"Paul E. Smith, Richard W. Eppley",10.4319/lo.1982.27.1.0001,https://doi.org/10.4319/lo.1982.27.1.0001,crossref,2025-10-09T13:42:43+00:00
Chronological Age Judgments of Elderly Speakers: The Effects of Listeners' Age,2001,Contemporary Issues in Communication Science and Disorders,"Brock D. Eppley, Peter B. Mueller",10.1044/cicsd_28_s_5,https://doi.org/10.1044/cicsd_28_s_5,crossref,2025-10-09T13:42:43+00:00
Predicting Production in Light-Limited Continuous Cultures of Algae,1965,Applied Microbiology,"Richard W. Eppley, Denzel L. Dyer",10.1128/am.13.6.833-837.1965,https://doi.org/10.1128/am.13.6.833-837.1965,crossref,2025-10-09T13:42:43+00:00
Stimulation of Rubidium Absorption by Auxins,1953,Science,"N. Higinbotham, H. Latimer, R. Eppley",10.1126/science.118.3061.243,https://doi.org/10.1126/science.118.3061.243,crossref,2025-10-09T13:42:43+00:00
Development of <i>EDTA</i> Media for the Rapid Growth of <i>Chlamydomonas mundana</i>,1963,The Journal of Protozoology,"F. M. MACIASR, R. W. EPPLEY",10.1111/j.1550-7408.1963.tb01670.x,https://doi.org/10.1111/j.1550-7408.1963.tb01670.x,crossref,2025-10-09T13:42:43+00:00
"A COMPARISON OF CHEMICAL, ISOTOPIC, AND ENZYMATIC METHODS FOR MEASURING NITROGEN ASSIMILATION OF MARINE PHYTOPLANKTON1",1972,Limnology and Oceanography,"James J. McCarthy, Richard W. Eppley",10.4319/lo.1972.17.3.0371,https://doi.org/10.4319/lo.1972.17.3.0371,crossref,2025-10-09T13:42:43+00:00
Sexual Systems and Measures of Occupancy and Abundance in an Annual Plant: Testing the Metapopulation Model,2007,The American Naturalist,"Sarah M. Eppley, John R. Pannell",10.1086/509944,https://doi.org/10.1086/509944,crossref,2025-10-09T13:42:43+00:00
Growth Rates of Marine Phytoplankton: Correlation with Light Absorption by Cell Chlorophyll <i>a</i>,1966,Physiologia Plantarum,"Richard W. Eppley, Phillip R. Sloan",10.1111/j.1399-3054.1966.tb09073.x,https://doi.org/10.1111/j.1399-3054.1966.tb09073.x,crossref,2025-10-09T13:42:43+00:00
NON-NATIVE HABITAT USE BY ENDEMIC TERRESTRIAL MALAGASY MAMMALS,2022,The New Natural History of Madagascar,"T. M. Eppley, S. M. Goodman",10.2307/j.ctv2ks6tbb.251,https://doi.org/10.2307/j.ctv2ks6tbb.251,crossref,2025-10-09T13:42:43+00:00
Exhaled Biomarkers and Gene Expression at Preschool Age Improve Asthma Prediction at 6 Years of Age,2015,Pediatrics,"Jennilee M. Eppley, Todd A. Mahr",10.1542/peds.2015-2776bbbb,https://doi.org/10.1542/peds.2015-2776bbbb,crossref,2025-10-09T13:42:43+00:00
Forest passerines as a novel dispersal vector of viable bryophyte propagules,2019,Proceedings of the Royal Society B: Biological Sciences,"Matthew W. Chmielewski, Sarah M. Eppley",10.1098/rspb.2018.2253,https://doi.org/10.1098/rspb.2018.2253,crossref,2025-10-09T13:42:43+00:00
"Culture of the marine phytoplankter, Dunaliella tertiolecta, with light-dark cycles",1966,Archiv f�r Mikrobiologie,"Richard W. Eppley, James L. Coatsworth",10.1007/bf00409157,https://doi.org/10.1007/bf00409157,crossref,2025-10-09T13:42:43+00:00
Kinetics of the thermal decomposition of tert-butyllithium in hydrocarbon solution,1968,Journal of Organometallic Chemistry,"Robert L. Eppley, Joseph A. Dixon",10.1016/0022-328x(68)80033-6,https://doi.org/10.1016/0022-328x(68)80033-6,crossref,2025-10-09T13:42:43+00:00
Carbon Balance Experiments with Marine Phytoplankton,1965,Journal of the Fisheries Research Board of Canada,"Richard W. Eppley, Phillip R. Sloan",10.1139/f65-096,https://doi.org/10.1139/f65-096,crossref,2025-10-09T13:42:43+00:00
Testing the interaction between inter-sexual competition and phosphorus availability in a dioecious grass,2012,Botany,"Sally R. Rogers, Sarah M. Eppley",10.1139/b2012-042,https://doi.org/10.1139/b2012-042,crossref,2025-10-09T13:42:43+00:00
Introduction,2021,Planning Cities With Young People and Schools,"Deborah L. McKoy, Amanda Eppley, Shirl Buss",10.4324/9781003141778-2,https://doi.org/10.4324/9781003141778-2,crossref,2025-10-09T13:42:43+00:00
Hydrazines and Cancer,2000,,"Bela Toth, Eppley Institute for Research",10.4324/9780203305096,https://doi.org/10.4324/9780203305096,crossref,2025-10-09T13:42:43+00:00
Inter-sexual competition in a dioecious grass,2010,Oecologia,"Charlene A. Mercer, Sarah M. Eppley",10.1007/s00442-010-1675-4,https://doi.org/10.1007/s00442-010-1675-4,crossref,2025-10-09T13:42:43+00:00
A Comparative Biomechanical Analysis of Resorbable Rigid Fixation versus Titanium Rigid Fixation of Metacarpal Fractures,1996,Annals of Plastic Surgery,"Christopher D. Prevel, Barry L. Eppley, Jing Ge, Mark M. Winkler, Thomas R. Katona, Keith DʼAlessio, David Sarver",10.1097/00000637-199610000-00006,https://doi.org/10.1097/00000637-199610000-00006,crossref,2025-10-09T13:42:43+00:00
Pediatric pyoderma gangrenosum: is it just big wounds on little adults?,2016,Journal of Surgical Research,"Tahereh Soleimani, Sarah E. Sasor, Leigh Spera, Barry E. Eppley, Juan Socas, Michael W. Chu, Sunil S. Tholpady",10.1016/j.jss.2016.06.045,https://doi.org/10.1016/j.jss.2016.06.045,crossref,2025-10-09T13:42:43+00:00
"INORGANIC NITROGEN ASSIMILATION OF DITYLUM BRIGHTWELLII, A MARINE PLANKTON DIATOM1,2",1970,Journal of Phycology,"Richard W. Eppley, Jane N. Rogers",10.1111/j.0022-3646.1970.00344.x,https://doi.org/10.1111/j.0022-3646.1970.00344.x,crossref,2025-10-09T13:42:43+00:00
ChemInform Abstract: A New Chiral Titanium Species for the Ring Opening Reactions of meso Epoxides.,1998,ChemInform,"A. W. EPPLEY, N. I. TOTAH",10.1002/chin.199811041,https://doi.org/10.1002/chin.199811041,crossref,2025-10-09T13:42:43+00:00
"Inflammation, Metabolic Dysregulation, and Pulmonary Function Among Obese Urban Adolescents With Asthma",2015,Pediatrics,"Jennilee M. Eppley, Todd A. Mahr",10.1542/peds.2015-2776uuu,https://doi.org/10.1542/peds.2015-2776uuu,crossref,2025-10-09T13:42:43+00:00
Kin and sex recognition in a dioecious grass,2014,Plant Ecology,"Charlene A. Mercer, Sarah M. Eppley",10.1007/s11258-014-0336-9,https://doi.org/10.1007/s11258-014-0336-9,crossref,2025-10-09T13:42:43+00:00
Inbreeding depression in dioecious populations of the plant Mercurialis annua: comparisons between outcrossed progeny and the progeny of self-fertilized feminized males,2009,Heredity,"S M Eppley, J R Pannell",10.1038/hdy.2009.21,https://doi.org/10.1038/hdy.2009.21,crossref,2025-10-09T13:42:43+00:00
"Coping with low-quality diets: a first account of the feeding ecology of the southern gentle lemur, Hapalemur meridionalis, in the Mandena littoral forest, southeast Madagascar",2010,Primates,"Timothy M. Eppley, Esther Verjans, Giuseppe Donati",10.1007/s10329-010-0225-3,https://doi.org/10.1007/s10329-010-0225-3,crossref,2025-10-09T13:42:43+00:00
NASAL BONE GRAFT MINISCREW FIXATION,1989,Plastic and Reconstructive Surgery,"A. Michael Sadove, Harry L. Eppley",10.1097/00006534-198912000-00053,https://doi.org/10.1097/00006534-198912000-00053,crossref,2025-10-09T13:42:43+00:00
How Agricultural Science Trumps Rural Community in the Discourse of Selected U.S. History Textbooks,2013,Theory &amp; Research in Social Education,"Marged Howley, Aimee Howley, Karen Eppley",10.1080/00933104.2013.778715,https://doi.org/10.1080/00933104.2013.778715,crossref,2025-10-09T13:42:43+00:00
SULFURIC ACID IN DESMARESTIA,1958,The Biological Bulletin,"RICHARD W. EPPLEY, CARLTON R. BOVELL",10.2307/1539096,https://doi.org/10.2307/1539096,crossref,2025-10-09T13:42:43+00:00
Species-specific interactions in avian–bryophyte dispersal networks,2022,Royal Society Open Science,"Matthew W. Chmielewski, Sarah M. Eppley",10.1098/rsos.211230,https://doi.org/10.1098/rsos.211230,crossref,2025-10-09T13:42:43+00:00
